abba,abraham,adonai,alleluja,amen,amor,anioł,archanioł,ave,ażebym,bajka,balsam,baranek,bać,benedicta,bezdenny,bezdomny,bezpiecznie,bezsenny,biały,biec,biedny,biel,bić,blask,bliscy,bliski,blisko,bogarodzica,bogaty,bojaźń,bok,boski,boś,boży,bracia,brak,braknąć,brama,brat,bratni,brać,brzeg,brzmieć,budzić,bujać,burza,burzliwy,bóg,ból,bóstwo,bądź,bęben,błaganie,błagać,błahy,błogosławieństwo,błogosławiona,błogosławiony,błogosławić,błyskawica,błąkać,caritas,cel,cena,cenić,cenny,chcieć,chleb,chociaż,chodzić,choroba,chować,choćby,chryste,chrystus,chwalić,chwast,chwała,chwila,chwycić,chylić,chór,ciało,cichy,ciemność,ciemny,cienisty,ciepło,ciepły,cierpienie,cierpieć,cierpliwy,ciesać,cieszyć,cień,cieśla,cisz,ciąg,ciągle,ciąć,ciężki,ciężko,co,codziennie,codzienność,cud,cudowny,cytra,czarny,czas,czcić,czekać,cześć,cztery,czuwać,czuć,czuły,czynić,czysty,często,człowieczeństwo,człowiek,córa,córka,dal,daleki,dama,dana,dar,darzyć,dawanie,dawać,dawca,dawid,dawno,dać,deo,deszcz,deus,dna,dobra,dobro,dobroć,dobry,dodać,dojrzewać,dojść,dolina,dom,dominus,dorównać,dosięgać,dotknąć,dotykać,dotąd,droga,drugi,drzewo,drzwi,drżeć,duch,dusza,duży,dziać,działać,dziecko,dziedzictwo,dzielić,dziesięciostrunnej,dziewica,dzieło,dzień,dziękczynienie,dzięki,dziękować,dzwon,dłoń,dług,długo,dźwięczny,dźwięk,emmanuel,es,eta,ewangelia,excelsis,fala,fikcja,gabryjel,gaik,gardzić,gasić,gałązka,ginąć,gloria,gniew,gniewać,godny,godzina,golgota,goliat,gorycz,gorzki,gorący,gotowość,gotowy,gość,gratia,grać,grono,grzech,grzeszny,grzmieć,grób,gubić,gwałtowny,gwiazda,gwieździsty,góra,górski,gładzić,głodny,głodować,głos,głosić,głód,głąb,głębia,głębina,głęboki,głębokość,harfa,hańba,hen,historia,hojny,hołd,hymn,ibi,igrać,ikona,imienie,imię,in,istnieć,izaak,izrael,iść,jakub,jakże,jama,jasno,jasny,jaśnieć,jednoczyć,jednorodzony,jedność,jedyna,jedynie,jedyny,jeruzalem,jesień,jezu,jezus,język,kajdany,kamień,karmić,kazać,kiedyś,kielich,kij,klaskać,klęczeć,klękać,klęknąć,knowań,kochać,kolano,kolor,kolory,komunia,koniec,korona,korzec,korzeń,kosztowny,kołatać,kończyć,kościół,kraniec,krew,kroczyć,krok,kropla,krwawy,kryć,krzew,krzyczeć,krzyż,król,królestwo,królowa,królować,krąg,kręty,książe,książę,księga,księżyc,któż,kusić,kwiat,kwilić,kwitnąć,laj,lampa,laska,laudato,leczyć,lew,leżeć,lgnąć,litować,liść,los,lud,ludzki,lutnia,lęk,lękać,lśnić,madonna,majestat,malować,mama,manna,maria,marność,martwić,maryja,matczyny,matka,mesjasz,mgła,miara,miasto,miecz,miejsce,mieszkanie,mieszkaniec,mieszkać,mieć,mijać,milczenie,minąć,miriam,mistrz,miód,miła,miłosierdzie,miłosierny,miłowan,miłować,miłość,miły,moc,mocno,modlić,morski,morze,mowa,możliwy,możny,mrok,mruczeć,mur,musieć,myśl,myśleć,móc,mówić,mądrość,męka,mężny,młodość,nachylić,nadejść,nadziać,nadzieja,najszczęśliwszaś,najwyższy,naleźć,należeć,namaszczenie,namaszczony,napełniać,napełnion,napełnić,naprawdę,naród,nasienie,nastawać,nasycić,natchnienie,natchnąć,nauczyć,nawiedzić,nawrócić,nazaret,nazwać,niebieski,niebiosa,niebo,niechaj,niechać,niej,niemoc,niepojęty,niepokój,nieprzyjaciel,nieskończenie,nieskończony,niespokojnie,niespokojny,niestworzony,niewiasta,niewidoczny,niewiele,niewinnie,niezmiernie,niezmierny,niezmierzony,niezwyciężony,nieść,nikt,niszczyć,niwa,niźli,noc,noga,nowo,nowy,nucić,nów,obdarzyć,obecność,obfity,obiecać,obietnica,objaw,objawiać,objawić,objąć,oblec,oblicze,oblubienica,obmyć,obraz,obrońca,obłok,ocalić,ocean,oczekiwanie,oczekiwać,oczyszczać,oczyszczenie,oczyścić,odchodzić,oddalać,oddany,oddawać,oddać,oddychać,odebrać,odjąć,odkupiciel,odkupienie,odkąd,odmywać,odnajdować,odnowa,odnowić,odpocząć,odprawić,odpuszczać,odpędzić,odpłacać,odpłacić,odrzucić,odstąpić,odtrącić,odtąd,odważnie,odwieczny,odwracać,odziać,ofiarny,ofiarować,ogarniać,ogarnąć,ogień,ognisko,ognisty,ogrom,ogród,ogłaszać,ogłosić,ojciec,okazać,okazować,oko,okrywać,okrzyk,opieka,opiekun,opowiadać,oprzeć,opuszczony,opuścić,orzeł,orzeźwieć,osuszyć,otchłań,otoczyć,otrzeć,otulić,otwarty,otwierać,otworzyć,owca,owczarnia,owoc,ozłocić,ołtarz,oświecać,oświecić,ożywczy,ożywić,pachnieć,pagórek,pamiętać,pan,panna,panować,pasterz,pastwisko,patrzeć,pałac,pański,paść,pewien,pewno,pełnia,pełnić,pełny,piasek,pierwszy,pieśń,piosenka,pismo,pić,piękność,piękny,plecy,plenum,pobłogosławić,pochmurny,pochodzić,pociecha,pocieszać,pocieszyciel,pocieszyć,początek,począć,podać,poddawać,podniebny,podnieść,podnosić,podobny,podtrzymać,podziw,poganin,pogrążyć,pohańbić,pokazać,pokazować,pokochać,pokolenie,pokonać,pokora,pokorniuchno,pokorny,pokrzepiać,pokrzepić,pokus,pokój,pokłonić,polny,pomny,pomoc,pomodlić,pomylić,pomóc,poniże,popchnąć,poprowadzić,poprzez,popłynąć,poranny,poruszać,porwać,poselstwo,poseł,posucha,posyłać,posłan,posłać,posłuszny,posłyszeć,potem,potknąć,potomstwo,potrzeba,potrzebować,potęga,potężny,powiać,powiedzieć,powierzać,powierzyć,powietrze,powracać,powrócić,powrót,powstanie,powstawać,powstać,powszedni,powtórzyć,powód,poznawać,poznać,pozostawać,pozostać,pozwalać,pozwolić,połamać,pośredniczka,pośród,pracować,pragnienie,pragnąć,prawda,prawdziwy,prawica,proch,promień,prorok,prosić,prosto,prostota,prosty,prowadzić,prośba,przebaczać,przebaczenie,przebaczyć,przebiegać,przebić,przeciwko,przedsionek,przejednać,przejrzeć,przejść,przemawiać,przemieniać,przemienić,przemierzać,przemówić,przenikać,przeniknąć,przenosić,przeszyć,przewodnik,przewodzień,przewód,prześladowany,przeżyć,przybyć,przychodzić,przygarniać,przygarnąć,przyjaciel,przyjaźnie,przyjm,przyjąć,przyjść,przykazać,przynieść,przynosić,przypatrzeć,przypomnieć,przyspieszyć,przysłonić,przytulić,przywołać,przywracać,przywrócić,próg,psalm,pszeniczny,ptaszę,pukać,pustkowie,pustynia,pycha,pynie,pysznić,pójść,póki,płacz,płomień,płonąć,płynąć,raczyć,radosny,radować,radość,raj,ramię,rana,ranek,ranić,rano,ras,ratować,ratunek,raz,razem,ref,refwierzę,robić,rodzina,rodzinny,rodzić,rok,rola,rosa,rozczarowanie,rozdać,rozdzierać,rozgościć,rozjaśniać,rozjaśnić,rozkosz,rozmnożyć,rozpacz,rozpalić,rozpiąć,rozpostrzeć,rozpoznać,rozproszyć,rozpędzić,rozradować,roztaczać,roztapiać,rozum,rozumieć,rozświetlać,ruch,ruchliwy,ruszyć,rysa,rzec,rzecz,rzeka,rzucać,rzucić,rządzić,róg,równać,ręka,schodzić,schować,schronić,sen,sens,serce,si,siebie,siedem,siedemkroć,siedmioraki,siedzieć,sierota,signore,silny,siostra,sięgać,siła,skała,skierować,skoro,skrawek,skruszony,skruszyć,skrywać,skryć,skrzydło,skrzętnie,składać,skłaniać,skłonić,smutek,smutny,sok,sokół,spełniać,spełnić,spienić,splatać,spocząć,spoglądać,spojrzenie,spojrzeć,spokojny,spokój,spotkać,spożywać,spragniony,sprawa,sprawca,sprawiać,sprawiedliwość,sprawić,sprawować,spękać,spłynąć,srebro,stado,staja,stanąć,stary,stawać,stawiać,stawić,stać,stałość,stań,stopa,strach,straszliwy,strona,strumień,strumyk,strzec,strącić,stwarzać,stworzenie,stworzyciel,stworzyć,stwórca,suchy,swój,syjon,syjona,syn,sz,szata,szczyt,szczęście,szczęśliwy,szeol,szlak,szukać,szumieć,sądzić,słabnąć,słabość,słaby,sławić,słodki,słodycz,słowo,słońce,słuchać,sługa,służba,służebnica,służyć,słyszeć,tabernakulum,tajny,tama,tańczyć,tchnienie,tchnąć,tecum,temu,tkliwy,tkwieć,tonąć,toń,trawa,tron,troska,troszczyć,trudny,trwać,trwoga,trzymać,trójca,trąba,twa,twarz,tworzyć,tyle,tyś,tęsknie,tęsknota,tęskny,ubi,ubliżać,uchronić,uciec,uciekać,uciszyć,uciśniony,uczta,uczynek,uczynić,uczyć,udręczyć,ufać,ufność,ufny,ugasić,ujrzeć,ująć,ukazać,ukojenie,ukryć,ulecieć,ulica,ulęknąć,umacniać,umaić,umierający,umieć,umilknąć,umiłowany,umiłować,umocnić,umrzeć,uniżać,uniżenie,uniżność,uniżony,uniżyć,upaść,upewniać,upokorzenie,uspokajać,usprawiedliwić,usta,ustawać,ustać,ustąpić,usychać,usłyszeć,utonąć,utrudzić,utulić,utwierdzić,uwalniać,uwielbiać,uwielbienie,uwielbić,uwierzyć,uwieść,uzdrawiać,uzdrowienie,uzdrowić,ułomek,uśmiechnąć,uświęcić,walczyć,walić,walka,warga,warto,ważny,wcale,wchodzić,wchłonąć,wciąż,wdowa,wdziać,wdzięczność,wdzięczny,wdzięk,wejrzeć,wejść,weselić,wezwać,wiara,wiatr,widzieć,wieczerzać,wiecznie,wieczność,wieczny,wieczor,wieczysty,wiedzieć,wiek,wielbić,wielce,wielki,wielkiś,wieniec,wiercić,wierność,wierny,wierzyć,wieść,win,wina,winnica,winny,wino,wiosenny,wiosna,wkoło,wlać,wnieść,wnętrze,wobec,woda,wodny,wokół,wola,wole,wolność,wołać,wpatrzyć,wpisać,wraz,wrócić,wróg,wschód,wskazać,wspaniały,wspomnieć,wspomożyciel,wspólny,wstać,wstrząsnąć,wstępować,wszechmocny,wszechmogący,wszechświat,wszelki,wszystek,wszędzie,wtór,wybaczać,wybaczyć,wybawienie,wybawić,wybrać,wybłagać,wychowywać,wychwalać,wyciągać,wyczerpać,wydźwignąć,wykrzykiwać,wylać,wylewać,wyniosłość,wyniosły,wypalić,wypatrywać,wypełniać,wypełnić,wypłynąć,wysiłek,wysoki,wysoko,wysokość,wyspa,wystarczyć,wyswobodzić,wysławiać,wysłuchać,wytrwać,wywyższać,wywyższyć,wyznaczyć,wyznawać,wyznać,wyzwolić,wzbogacać,wzgardzić,wzgląd,wzgórze,wziąć,wzniecić,wznieść,wzniosły,wznosić,wzorać,wzrok,wzwyż,wzywać,wątły,wędrowca,wędrówka,węgielny,władca,władza,własność,własny,wśród,zabiegać,zabierać,zabraknąć,zabrać,zabrzmieć,zabłąkać,zachwiać,zachwyt,zachód,zadany,zagościć,zagrażać,zajaśnieć,zakiełkować,zakończyć,zakątek,zamiar,zamienić,zamieszkać,zamieszkiwać,zamknięty,zamknąć,zamysł,zanieść,zanim,zanurzyć,zapalać,zapominać,zapomnieć,zaprowadzić,zapuszczać,zapłacić,zaranny,zasadzić,zasiadać,zaskoczyć,zasmucić,zasnuć,zaspokoić,zastęp,zatopić,zatroskany,zatrwożyć,zatrzymać,zaufać,zawiać,zazdrość,zaćmić,zaśpiewać,zbawca,zbawiać,zbawiciel,zbawienie,zbawić,zbliżyć,zburzyć,zbyt,zbłądzić,zdanie,zdobywać,zdolny,zdołać,zdrowaś,zdrój,zdumieć,zebrać,zejść,zemrzeć,zeschnąć,zesłać,zgasić,zginąć,zgodzić,zgotować,zgromadzić,zguba,zgubić,zgładzić,ziarenko,ziarno,ziele,zielony,ziemia,zjednoczenie,zlitować,zmartwychwstanie,zmartwychwstać,zmieniać,zmienić,zmiłować,zmrok,znaczenie,znajść,znak,znaleźć,znać,znieść,znikać,zniknąć,zniszczyć,zniżać,zobaczyć,zorze,zostać,zrobić,zrodzić,zrozpaczony,zstąpić,zstępować,zsyłać,zwan,zwać,zwiędnąć,zwlec,zwracać,zwycięstwo,zwyciężać,zwyciężyć,zwyczajnie,zwątpienie,złam,złamać,zło,złoto,złoty,złozić,zły,złączyć,ład,łaknąć,łamanie,łan,łaska,łaskawość,łaskawy,łaski,łaskiś,łono,łza,łączyć,łąka,ściana,ścieżka,ślad,ślepy,śliczny,śmiać,śmiech,śmierć,śnieg,śnić,śpiewać,świadczyć,świadectwo,świat,światło,światłość,świeca,świecie,świecić,świecący,świeży,świątobliwy,świątynia,święto,święty,źle,źródło,żal,żar,żary,żegnać,żeś,żeśmy,życie,życiodajny,żywioła,żywić,żywot,żywy,żyć,żyła
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
