alleluja,amen,bać,boży,bóg,błogosławić,chcieć,chleb,chrystus,chwalić,chwała,co,czas,cześć,człowiek,dawać,dać,dobry,droga,duch,dusza,dzień,dłoń,grzech,góra,głos,imię,jezus,kochać,krew,krzyż,król,mieć,miłość,moc,móc,nadzieja,niebo,noc,nowy,oddać,ojciec,pan,pieśń,pragnąć,prowadzić,przyjść,radość,ramię,ręka,serce,siebie,siła,stać,swój,syn,słowo,tron,trwać,twa,tyś,uwielbiać,wciąż,wiedzieć,wiek,wielbić,wielki,wierzyć,woda,wszystek,ziemia,łaska,śpiewać,świat,święty,życie,żyć
0.0,0.0,0.0,0.0,0.0486888879711332,0.0,0.0,0.0,0.09003329632155685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9685657838553254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1764267152975723,0.0,0.0,0.05127632453775513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13284604908515793,0.0
0.9051609973181907,0.048296571178775415,0.0,0.0,0.024979937035006977,0.0,0.0,0.0,0.0,0.0,0.10452693977544121,0.0374584654160633,0.0,0.04014939227328673,0.0,0.046191773254300315,0.0,0.0,0.0,0.06406163220810378,0.0,0.0,0.0,0.0,0.0,0.0,0.08152824788457783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044388774187903136,0.04141039380024594,0.15993479791671403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04357562109671742,0.0,0.07892228052728073,0.04141039380024594,0.044388774187903136,0.0,0.0,0.0,0.0,0.0,0.046191773254300315,0.0,0.12044817681986021,0.29968246825769945,0.0,0.0,0.044388774187903136,0.0374584654160633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.17753130166726666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25643749721702824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6897259368828164,0.0,0.0,0.0,0.0,0.2370759966920315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18696571269604628,0.2943018272467683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34324158365243057,0.0,0.0,0.0,0.0,0.0,0.2697276308542524,0.0,0.2421941945914274,0.0
0.0,0.0,0.0,0.521321941794788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5450767635686163,0.0,0.0,0.3764829879340917,0.3326430311560889,0.0,0.42275752913506165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.15947780521879712,0.0,0.0,0.247455177600519,0.0,0.0,0.0,0.0,0.0,0.2301022831057689,0.37106943861326885,0.0,0.0,0.0,0.0,0.23829332563262381,0.0,0.12879058537892069,0.10576743083339149,0.26127993150847684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11015087164027618,0.19464847550201236,0.2226457973294634,0.0,0.0,0.0,0.0,0.0,0.0,0.4102178615577295,0.0,0.0,0.0,0.0,0.1346052702979502,0.0,0.0,0.15585776579341837,0.18656363390338532,0.0,0.14388898101744316,0.0,0.0,0.27347857437181966,0.0,0.0,0.0,0.0,0.1413667416423517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12368981287108961,0.0,0.2877779620348863,0.0,0.0,0.10576743083339149,0.0,0.0
0.6849035346939412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3424517673469706,0.0,0.0,0.0,0.0,0.0,0.30379634965779656,0.0,0.0,0.0,0.0,0.5668701025272715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.17181078060387314,0.0,0.47395417375570004,0.0,0.0,0.0,0.23964372010205606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4125088831882088,0.0,0.3321814455771949,0.0,0.0,0.0,0.0,0.0,0.5828990828893401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2610363038646442,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.44134950443933213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14792446316261204,0.0,0.0,0.0,0.0,0.0,0.15466486477762847,0.0,0.0,0.0,0.0,0.0,0.11995693166099829,0.0,0.0,0.0,0.0,0.0,0.0,0.1280437373155416,0.0,0.30932972955525695,0.0,0.26108593481614784,0.0,0.0,0.0,0.542799780267274,0.0,0.0,0.0,0.08424686299509843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5128771795323009,0.0,0.0
0.0,0.0,0.0,0.0,0.18696103306837453,0.0,0.0,0.0,0.0,0.0,0.5215509448377278,0.0,0.0,0.3004960279107847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3457199125354676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26686147422734596,0.0,0.0,0.332225460263529,0.0,0.14962795442691865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3261394584550469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2578736958210293,0.3261394584550469,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4516700085235893,0.2778219009232431,0.0,0.10023775583980477,0.12380991848824989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289106570012524,0.0,0.0,0.0,0.0,0.0,0.15114007379616654,0.0,0.0,0.0,0.0,0.0,0.4248938276353384,0.0,0.0,0.08232688858249651,0.0,0.0,0.0,0.4248938276353384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41673285138486466,0.0,0.0,0.0,0.0,0.0,0.0,0.21329145527202936,0.0
