alleluja,amen,bać,boży,bóg,błogosławić,chcieć,chleb,chrystus,chwalić,chwała,co,czas,cześć,człowiek,dawać,dać,dobry,droga,duch,dusza,dzień,dłoń,grzech,góra,głos,imię,jezus,kochać,krew,krzyż,król,mieć,miłość,moc,móc,nadzieja,niebo,noc,nowy,oddać,ojciec,pan,pieśń,pragnąć,prowadzić,przyjść,radość,ramię,ręka,serce,siebie,siła,stać,swój,syn,słowo,tron,trwać,twa,tyś,uwielbiać,wciąż,wiedzieć,wiek,wielbić,wielki,wierzyć,woda,wszystek,ziemia,łaska,śpiewać,świat,święty,życie,żyć
0.0,0.0,0.1251712978924126,0.0,0.13248954088695325,0.0,0.0,0.0,0.0,0.0,0.09239899365211077,0.09933681734964102,0.24004136758912034,0.0,0.10647293749626663,0.0,0.0956881573936767,0.11771543507992444,0.31029993236725534,0.0849431308396226,0.10491857102425432,0.40258917318572846,0.0,0.0,0.0,0.0,0.10810315610892028,0.08578907105134748,0.0,0.0,0.0,0.0,0.17692705264964279,0.0,0.17880959142554861,0.09933681734964102,0.11555901892140845,0.0,0.0,0.0,0.0,0.0,0.31810060086627395,0.0,0.0,0.128078596293552,0.10810315610892028,0.0,0.0,0.0,0.07491578002652784,0.12002068379456017,0.0,0.0,0.2790606637147017,0.21963402289020176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11162355159411906,0.0,0.0,0.19867363469928204,0.36548329890384307,0.11555901892140845,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.07465188911976656,0.0,0.0,0.0,0.0,0.0,0.20825068553240447,0.0,0.0,0.0,0.0,0.0,0.10783193402296636,0.0,0.0,0.0,0.0,0.2268408669566084,0.0,0.0,0.13804290740977293,0.0,0.12182251926173933,0.29002966620334736,0.0,0.1443330410100791,0.0,0.0,0.09969042558580461,0.0,0.0,0.0,0.0,0.0,0.14105677759446172,0.0,0.0,0.0,0.5974512057285631,0.0,0.0,0.0,0.36546755778521794,0.13804290740977293,0.0,0.0,0.0,0.13525249946114606,0.0,0.1257896878647768,0.0,0.0,0.13265469181102663,0.2604492100903489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12794188941171772,0.1257896878647768,0.0,0.0,0.11194364513080073,0.10296668900142196,0.0,0.0,0.0,0.09572325698276712,0.10184262713274553,0.1237538798456369
0.0,0.0,0.0,0.0,0.05486262183936562,0.10607218573072838,0.0,0.0,0.0,0.0,0.0,0.3290752286404011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35174118907108975,0.0,0.16670823536144122,0.0,0.0,0.10144948662556522,0.0,0.17905783455936577,0.07104882893445097,0.0,0.0,0.0,0.16896747730599174,0.07326376042734659,0.0,0.0,0.0,0.0,0.07830893905403358,0.0,0.0,0.0,0.45474149356307003,0.2634446893750224,0.0,0.10607218573072838,0.0,0.08952891727968289,0.0,0.0,0.1036644181184608,0.0,0.09939878036925777,0.0,0.09244443989281151,0.17333443335748275,0.363793194850456,0.0,0.0,0.19879756073851554,0.0,0.0,0.0,0.0,0.08952891727968289,0.08817880214360847,0.0,0.09244443989281151,0.0,0.09748961851949853,0.08226880716010028,0.2270145841188424,0.0,0.0,0.0,0.1406964756284359,0.0,0.0
0.0,0.0,0.0,0.0,0.07449426816428663,0.14402829437741405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3591962129986038,0.13775144184581045,0.10760425629541842,0.1323746029945386,0.0,0.0,0.0,0.11318095612138003,0.0,0.0,0.0,0.0,0.12156530163320481,0.09647243128296541,0.0,0.0,0.0,0.0,0.09947993794351835,0.0,0.0,0.0,0.1299496471450296,0.10633044703244918,0.0,0.0,0.0,0.12349258431761183,0.6558087135549645,0.12552409390560773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12552409390560773,0.23535918131006872,0.0,0.2647492059890772,0.0,0.13496692560029022,0.0,0.0,0.0,0.0,0.0,0.1197320709995346,0.0,0.12552409390560773,0.0,0.0,0.0,0.205498567629138,0.1299496471450296,0.10892276963820081,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0976851376474698,0.4754421781623963,0.0,0.0728636869285182,0.0,0.0,0.0,0.4421016029681074,0.07921616972975758,0.0,0.0,0.08490687051753634,0.0,0.0,0.0,0.2474487583291355,0.0,0.0,0.0,0.0,0.0976851376474698,0.1953702752949396,0.10213630850511418,0.08620688875611188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07921616972975758,0.0,0.07540323509722813,0.0,0.0,0.0,0.0,0.2959476372603318,0.0,0.0,0.0,0.0,0.3907405505898792,0.0,0.0,0.0,0.09571052417642008,0.0,0.0,0.22253699576376146,0.08757360312068906,0.18774440602988074,0.0921525684123968,0.0,0.0,0.0,0.0,0.0,0.0,0.08490687051753634,0.0,0.17802845802468306,0.0,0.0,0.07921616972975758,0.0728636869285182,0.0,0.07724155625870785,0.0,0.06773792083839965,0.0,0.0
0.0,0.0,0.20058078528547665,0.09814755179984253,0.3184618590764195,0.0,0.0,0.0,0.0,0.0,0.2220971942256849,0.1591823138949711,0.0,0.0,0.2559263877691306,0.0,0.0,0.0,0.16574674108263793,0.0,0.0,0.0806411432419914,0.0,0.3925902071993701,0.0,0.0,0.0,0.20620908543084485,0.0,0.0,0.0,0.0,0.07087920265317744,0.0,0.07163337136509355,0.23877347084245665,0.0,0.0757601729475844,0.0,0.0,0.0,0.0,0.16991346897108645,0.0,0.0,0.0,0.17322993616957666,0.09814755179984253,0.0,0.10029039264273833,0.06002440751597351,0.09616359106024745,0.0,0.0,0.16769281780044795,0.08798815209336305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08661496808478833,0.0,0.09096579791043496,0.0,0.0,0.1886331355998828,0.07959115694748554,0.43925161960374104,0.09258879292758528,0.0,0.0,0.13611714646486273,0.0,0.0
0.0,0.0,0.08531190742484117,0.0,0.2708992150090809,0.0,0.0,0.0,0.0,0.0,0.12595114895066023,0.2031123789951042,0.08180144839393179,0.0,0.0,0.0,0.0,0.16046056035378303,0.07049613755916911,0.0,0.0,0.06859729596833179,0.0,0.08348910232060239,0.2504673069618072,0.3491736375376018,0.07367892321628146,0.05847050730341046,0.0,0.0,0.0,0.06952693143594019,0.060293312407649256,0.0,0.12186969031416228,0.0,0.0,0.06444530418799052,0.0,0.08348910232060239,0.0,0.07484702061753619,0.3252075691850947,0.07607828839655024,0.0,0.08729340938440044,0.07367892321628146,0.08348910232060239,0.17062381484968234,0.08531190742484117,0.051059693379358326,0.0,0.0,0.0,0.2852954060906937,0.0,0.08023028017689152,0.0,0.08180144839393179,0.0,0.0,0.0,0.0,0.0,0.07256782936564087,0.0,0.07607828839655024,0.0,0.0,0.47392888432190977,0.18682444310162558,0.0,0.1980494172150924,0.06859729596833179,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.12972295715310883,0.37621235943587344,0.0,0.0,0.0,0.11525735721404658,0.0,0.09726251305956966,0.0,0.0,0.0,0.0,0.0,0.0,0.10127346546657078,0.0,0.4109108448087319,0.0,0.0,0.11993892166934449,0.11993892166934449,0.0,0.10584579729202039,0.08399766437182102,0.0,0.0,0.0,0.0,0.0,0.0,0.08753788718632924,0.09726251305956966,0.0,0.0,0.0,0.0,0.0,0.0,0.31145817504012,0.0,0.0,0.12540411981195781,0.10584579729202039,0.0,0.0,0.0,0.07335142425140666,0.11751446881873626,0.3394379109439577,0.0,0.0,0.0,0.11525735721404658,0.0,0.0,0.0,0.0,0.0,0.0,0.10584579729202039,0.0,0.0,0.0,0.0,0.0,0.4863125652978483,0.08946286251443433,0.11314597031465257,0.0,0.0,0.1663387773644911,0.08848621857851319,0.0
0.0,0.0,0.12700994339050117,0.0,0.20165352646198104,0.12995994719780685,0.09271297391165849,0.0,0.0,0.0,0.1875124912930256,0.10079597927485612,0.12178367174508901,0.0,0.10803692213565291,0.0,0.0,0.11944456115283032,0.0,0.0,0.0,0.0,0.0,0.0,0.12429620295156836,0.0,0.1096910870855542,0.08704922966541999,0.0,0.0,0.0,0.10350971971378894,0.2692889103130585,0.0,0.0,0.0,0.0,0.0,0.0,0.12429620295156836,0.0,0.0,0.32277319152858985,0.0,0.0,0.0,0.1096910870855542,0.0,0.0,0.12700994339050117,0.0,0.12178367174508901,0.0,0.0,0.0,0.11143011730168971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21607384427130583,0.23040214598088263,0.0,0.0,0.23888912230566064,0.5039798963742805,0.09271297391165849,0.0,0.0,0.0,0.3447634536353678,0.0,0.0
0.0,0.0,0.319998106126824,0.0,0.1693535294404236,0.0,0.0,0.0,0.0,0.10031244361852557,0.0,0.2539527348184364,0.0,0.0,0.0,0.2087739404831086,0.16308333545208617,0.10031244361852557,0.0,0.072385180561456,0.0,0.1715352948795648,0.0,0.0,0.0,0.0,0.09212123919686484,0.0,0.0,0.0,0.0,0.08692997674019916,0.6030809802116084,0.06660682279131767,0.07618723511555003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22589397167663886,0.09512118116185987,0.0,0.0,0.0,0.2087739404831086,0.0,0.21333207075121602,0.12768053662540585,0.0,0.0,0.09512118116185987,0.17835335533540872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09512118116185987,0.0,0.20062488723705113,0.0,0.07786260737581266,0.0,0.08254082687263248,0.0,0.144770361122912,0.0,0.0
