txt_pl_lem,title
""" być zakątek na ten Ziemia, gdzie powracać każdy chcieć, gdzie królować on oblicze, na on ciąć rysa dwa. wzrok mieć smutny, zatroskany, jakby chcieć prosić ty, bybyć w matczyny on opieka oddać się. Madonna, czarny Madonna, jak dobrze twój dziecko być! o, pozwolić, czarny Madonna, w ramię twój się skryć! w on ramię znajść spokój i uchronić się od zło, bo dla wszyscy swój dziecko on serce czuły mieć. i opieka ty otoczyć, gdy on serce oddać swój, gdy powtórzyć on z radość słowo ten: Madonna, czarny Madonna, jak dobrze twój dziecko być! o, pozwolić, czarny Madonna, w ramię twój się skryć! dziś, gdy wokół my niepokój, gdzie się człowiek schronić mieć, gdzie mieć pójść, jak nie do matka, który ukojenie dać? więc błagać, o Madonna, skierować wzrok na dziecko swój i wysłuchać, jak śpiewać prosić ty: Madonna, czarny Madonna, jak dobrze twój dziecko być! o, pozwolić, czarny Madonna, w ramię twój się skryć! "" ","Spocznij na nas, Duchu Pana"
""" być blisko ja, a tęsknie za duch twój. kochać krok twój i wiedzieć, jak pukać do drzwi. przychodzić jak ciepły wiatr, otwierać się i czuć znów, że: twój miłość jak ciepły deszcz twój miłość jak morze gwiazda za dzień twój miłość sprawiać, że nieskończenie dobry święty duch ogarniać ja. "" ",Stoisz u naszych drzwi
""" być Król, być Król, Król być bóg podnieść wszystek nasz serce, podnieść wszystek nasz dłoń, stawać przed oblicze Pan, wielbić on. "" ",Stoję dziś
""" być życie mój, więc każdy Ruch robić w ty, Jezus! ty pozwalać wciąż oddychać ja. być droga mój, więc każdy krok stawiać w ty, Jezus! ty pozwalać wciąż oddychać ja. fala twój łaska Pan. gdzie nie spojrzeć tam, wciąż widzieć ty. TWA miłość ja uwieść. Jezus jakże to możliwy być? "" ",Swojego Ducha Panie
""" bo jak śmierć potężny być miłość a zazdrość on przejednać jak Szeol. żar on to Żary ogień płomień pański woda wielki nie zdołać ugasić miłość nie zatopić, nie zatopić on rzeka. "" ",Ta krew
""" Jezus mój Jezus, dziś do ty mówić chcieć ty ja dawać swój duch uwielbiać ty. "" ",Tak jest mało czasu (zabierzesz mnie)
"""Jezus, tyś być światłość mój dusza, niech ciemność mieć nie przemawiać do ja już. Jezus, tyś być światłość mój dusza, dać ja moc przyjąć dziś miłość twój. "" ",Tak mnie skrusz
""" Jezus Chrystus mój Pan być alleluja. on kochać ja, on kochać ja alleluja. "" ",Tchnij moc
""" Jezus Chrystus to Pan Pan i cały Ziemia Król. jedyny Pan, władca naród, jedyny Pan i bóg. w inny imienie nie mieć zbawienie, bo Jezus to Pan Pan, Jezus to Pan Pan, Jezus to Pan Pan. alleluja, alleluja, alleluja. "" ",Tobie chór Aniołów
""" Jezus dawać my zbawienie, Jezus dawać pokój my. on składać dziękczynienie, chwała z serce mój dać. Jezus siła mój, Jezus pieśń mój życie. Król wieczny on, niepojęty w moc swój. w on znaleźćbyć to co szukaćbyć do dzisiaj. sam ja podać dłoń bybyć zwyciężać każdy dzień. w on rano uzdrowienie, w on śmierć życie dar. on krew to oczyszczenie, on życie chwała my. Jezus siła mój, Jezus pieśń mój życie. Król wieczny on, niepojęty w moc swój. w on znaleźćbyć to co szukaćbyć do dzisiaj. sam ja podać dłoń bybyć zwyciężać każdy dzień. "" ",Twe światło jest na drodze mej
""" Jezus wysoki imię, nasz zbawiciel, książe pokój, Emmanuel, bóg być z my, odkupiciel, słowo żywot. święty bóg, mesjasz prawdziwy, jedyny ojciec syn, umiłowany, zgładzić grzech, baranek na wiek, Król Król i Pan PAN. "" ",Ty jesteś chlebem żywym
""" Jezus, Jezus święty, namaszczony Pan, Jezus, Jezus, Jezus żyć wywyższyć Pan, Jezus. twój imię jak miód na usta mój, twój duch być jak woda dusza mój, twój słowo jak lampa u mój stopa, Jezus, ja kochać ty, ja kochać. "" ",Ty jesteś dobry
"""już teraz w ja kwitnąć twój ogród, już teraz w ja twój królestwo być. "" ",Ty jesteś skałą
""" każdy dzień upewniać ja, Pan w miłość wierny być, któż by inny móc jak on, wybaczać co dzień. boży wiedzieć jak ranić ty, często słabnąć gubić sens, jednak ty podnosić ja i Nadzieja dawać ja. nikt nie odebrać ja to CO mieć w ty. pełnia miłość, pełnić radość, pełnić wolność mieć w ty! królestwo być. "" ",Ty tylko mnie poprowadź
""" każdy spragniony i słaby też niech przyjść do źródło, serce obmyć swój. niech ból i cierpienie zanurzyć Pan w swój miłosierdzie, niech głębia wołać w my. Pan Jezus przyjść. "" ",Ty wskazałeś drogę do miłości
""" bóg TWA łaska nad my być, twój miłość przychodzić wciąż, działać moc pośród my, przenikać serce gładzić grzech. my chcieć więcej ty więcej łaska twój, pragnąć więcej moc, więcej miłość twój. "" ",Ty światłość dnia
""" kiedy mieć chwila smutny w twój życie powierzyć się matka kiedy rozpacz rozdzierać twój serce, ofiarować się on matka który pod krzyż stać matka który się z syn żegnać który uczyć ty być pokora, cierpienie znieść ty pomóc on matka który pod krzyż stać matka który się z syn żegnać który uczyć ty być pokora, cierpienie znieść ty pomóc kiedy ruszyć w daleki wędrówka powierzyć się matka gdy na szlak zaskoczyć ty burza, ofiarować się on matka który pod krzyż stać matka który się z syn żegnać który uczyć ty być pokora, cierpienie znieść ty pomóc on matka który pod krzyż stać matka który się z syn żegnać który uczyć ty być pokora, cierpienie znieść ty pomóc jeśli zgubić swój droga do bóg powierzyć się matka gdy w twój serce znów gość trwoga, ofiarować się on matka który pod krzyż stać matka który się z syn żegnać który uczyć ty być pokora, cierpienie znieść ty pomóc on matka który pod krzyż stać matka który się z syn żegnać który uczyć ty być pokora, cierpienie znieść ty pomóc "" ","Tyś jest Bóg, wywyższamy Cię"
""" kiedy w jasny, spokojny, cichy noc spoglądać na niebo pełny gwiazda, wtedy myśleć, czy życie to mieć sens i wołać do ty, ojciec nasz. o bóg, o bóg, Pan mój, nie pamiętać, że czas być źle. wiedzieć dobrze, że zawsze być twój i że tylko twój droga kroczyć chcieć. kiedy w życie tak pełny rozczarowanie przez grzech kamień potknąć się, kiedy spokój utonąć w fala knowań, każdy drżeć mój dusza szukać ty. o bóg, o bóg, Pan mój, nie pamiętać, że czas być źle. wiedzieć dobrze, że zawsze być twój i że tylko twój droga kroczyć chcieć. życie człowiek przebiegać kręty droga, hen w góra cel mój wędrówka tkwieć, i choć czas siła braknąć mój noga, to ja dojść, dojść, gdy zaufać ty. o bóg, o bóg, Pan mój, nie pamiętać, że czas być źle. wiedzieć dobrze, że zawsze być twój i że tylko twój droga kroczyć chcieć. "" ",Ubi Caritas (Tam gdzie miłość)
""" kiedyś wino i chleb, teraz ciało i krew. móc wierzyć lub nie, to naprawdę dziać się. ciągle czekać na cud, niespokojny twój duch, a ja przypomnieć, że w cisz i przy blask świeca cud duży dziać się. kiedyś wino i chleb, teraz ciało i krew. móc wierzyć lub nie, to naprawdę dziać się. wypatrywać CO dzień, czekać na jakiś znak, a ja przypomnieć, że w cisz i przy blask świeca cud duży dziać się. "" ",Ukaż mi Panie swą twarz
""" kochać, więc nie musieć się bać, zabrać mój strach. Jezus mówić ty, że miłość ten zabierać strach. Jezus droga! Jezus prawda! Jezus życie! kochać, więc nie musieć się kryć, móc siebie być. Jezus mówić ty, że miłość ten zabierać strach. Jezus droga! Jezus prawda! Jezus życie! Jezus dawać ty miłość swój, nie lękać się. Jezus mówić ty, że miłość ten zabierać strach. Jezus droga! Jezus prawda! Jezus życie! "" ",Uwielbiajcie Pana ludzkich serc
""" kto spożywać mój ciało i krew mój pić, trwać w ja, a ja w on, być żyć na wiek. ja być chleb żywy, który zstąpić z niebo, jeśli kto ten chleb spożywać być żyć na wiek. "" ",Uwielbiam Imię Twoje Panie
kto spragniony być niech przyjść do ja i pić. jak rzec pismo: strumień woda żywy popłynąć z on wnętrze. ja pragnąć dać pić z zdrój zbawienie. ,Uwielbiam Twoje Imię
""" laudato SI, o ja signore. niech ty wysławiać to, CO stworzyćbyć: słońce na niebo, Księżyc wśród noc. gwiazda świecący, wiatr gwałtowny, żywioła wodny, ogień gorący. laudato SI, o ja signore. i siostra nasz, matka Ziemia, ten, co my żywić i wychowywać, słodki owoc, kwiat i ziele, i szczyt górski, morski głębina. laudato SI, o ja signore. trzeba my chwalić ty, o bóg, trzeba my śpiewać ty, o bóg, bo to być sens nasz życie. niech cały życie być piosenka! "" ",W cieniu Twoich rąk
""" Maryja, śliczny pani, matka bóg i człowiek na Ziemia. tyś świat królowa, tyś gwiazda na niebo, ty my wieść przed Jezus wieczny tron. Maryja, ave Maryja. u bóg my wybłagać zdrój łaska, by Świat dobry być, by w miłość żyć. o Maryja mieć w opieka dziecko swój. Maryja, śliczny pani, Świat dziś czuć na swój usta gorzki łza. w serce ból, smutek żal, a w oko wciąż strach, usłyszeć, pani, błaganie, pomóc my. Maryja, ave Maryja. u bóg my wybłagać zdrój łaska, by Świat dobry być, by w miłość żyć. o Maryja mieć w opieka dziecko swój. "" ",W swe ramiona
""" matka, który my znać, z dziecko twój bądź, na droga my nadziać Świecie, z syn twój z my iść! z wszystek niewiasta wybrać – przyjść i droga wskazać córka lud boży – do syn twój my prowadzić. służebnica pokorny – pokój Świat dać. matka, który my znać, z dziecko twój bądź, na droga my nadziać Świecie, z syn twój z my iść! królowa ognisko rodzinny – przyjść i droga wskazać dziewica, wzorać prostota – do syn twój my prowadzić. oblubienica cieśla – pokój Świat dać. matka, który my znać, z dziecko twój bądź, na droga my nadziać Świecie, z syn twój z my iść! królowa naród nasz – przyjść i droga wskazać uciśniony Nadzieja – do syn twój my prowadzić. światło łaknąć prawda – pokój Świat dać. matka, który my znać, z dziecko twój bądź, na droga my nadziać Świecie, z syn twój z my iść! pociecha lud biedny – przyjść i droga wskazać pani wszelki radość – do syn twój my prowadzić. matka tkliwy serce – pokój Świat dać. matka, który my znać, z dziecko twój bądź, na droga my nadziać Świecie, z syn twój z my iść! dziewica, matka Chrystus – przyjść i droga wskazać dziewica, matka kościół – do syn twój my prowadzić. dziewica, matka człowiek – pokój Świat dać. matka, który my znać, z dziecko twój bądź, na droga my nadziać Świecie, z syn twój z my iść! matka, przez syn my Dana – przyjść i droga wskazać matka, który my słuchać – do syn twój my prowadzić. ty my zawsze rozumieć – pokój Świat dać. matka, który my znać, z dziecko twój bądź, na droga my nadziać Świecie, z syn twój z my iść! dziewica z my iść – przyjść i droga wskazać historia świat promień – do syn twój my prowadzić. pośredniczka dobry – pokój Świat dać . matka, który my znać, z dziecko twój bądź, na droga my nadziać Świecie, z syn twój z my iść! matka człowiek bezdomny – przyjść i droga wskazać matka prześladowany – do syn twój my prowadzić. matka dziecko wzgardzić – pokój Świat dać. matka, który my znać, z dziecko twój bądź, na droga my nadziać Świecie, z syn twój z my iść! matka człowiek cierpieć – przyjść i droga wskazać matka z serce przeszyć – do syn twój my prowadzić. u stopa krzyż stać – pokój Świat dać. "" ",W swoim wielkim (Pieśń o nadziei)
""" mój bóg Król być śpiewać ten pieśń teraz zawsze na wiek, amen. alleluja, alleluja, alleluja, amen. "" ",W Tobie jest światło
""" być cichy i piękny jak wiosna, żyła prosto, zwyczajnie jak my. on bóg na Świat my przynieść i na Ziemia wśród łza nowy dzień zajaśnieć. matka, który wszystko rozumieć, serce ogarniać każdy z my. matka zobaczyć dobro w my umieć, on być z my w każdy czas. dzisiaj świat potrzeba dobroć, by niepokój zwyciężyć i zło. trzeba ciepło, CO życie ozłocić, trzeba bóg, więc człowiek, nieść on, tak jak on. matka, który wszystko rozumieć, serce ogarniać każdy z my. matka zobaczyć dobro w my umieć, on być z my w każdy czas. "" ",Wejdźmy do Jego bram
"""miłość TWA od wysoki góra wysoki być, wielki być wierność TWA, do niebo sięgać wzwyż. miłość TWA głęboki niż ocean bez DNA, wielki być wierność TWA, gdy do ja zniżać się. "" ",Wielbi Dusza moja Pana (Magnificat)
"""mój Jezus, mój zbawca, któż być tak wielki jak ty? przez wszystek dzień wysławiać chcieć wspaniały dzieło twój ręka. mój Pan, obrońca, źródło mój natchnienie i siła, niech cały Świat, wszystko CO być zawsze wielbić imię twój. krzyczeć na cześć Pan, rozradować się w on, ogłaszać wszędzie, że on Pan być. góra ustąpić na dźwięk on słowo gdy przemówić stwórca Ziemia. patrzeć z podziw na dzieło twój ręka, zawsze chcieć kochać ty przy ty być! cóż móc równać się z to, CO u ty mieć? "" ",Wielbić Pana chcę
""" mój Pan moc mój być, pieśń i zbawienie, on bóg mój dla ty otwierać serce swój mój Pan Król być i być, na zawsze i na wiek, amen. "" ",Wiele jest serc
"""mój zbawiciel, on bardzo kochać ja. ja, nie wiedzieć czemu miłość darzyć ja. on ja nowy życie dzisiaj, ofiarować chcieć być, być mieszkać razem z Pan mój! "" ",Wierzę w Ciebie Panie
""" mówić do ja, Pan, chcieć słyszeć ty. przyjąć od ty, CO mieć dla ja. nie chcieć się chować, lecz w ty skryć. w cień twój Pan chcieć iść. święty, potężny być Pan nasz. przed ty dziś móc stać dzięki łaska, nie dzięki my sam. "" ",Wszelka chwała
"""nasz bóg być potężny w moc swój królować nad my dziś z niebo rządzić w moc, miłość, mądrość swój "" ",Wszyscy ludzie (Nadejdzie dzień)
""" woda zamienićbyć w wino. ślepy przy ty znów widzieć, któż być jak ty? tylko ty. blask rozświetlać ciemność. człowiek powstawać z marność, któż być jak ty? tylko ty. nasz bóg być wielki, nasz bóg być silny bóg nikt inny nie równać się z ty. nasz bóg uzdrawiać, być wszechmogący. nasz bóg, nasz bóg. blask rozświetlać ciemność. człowiek powstawać z marność, któż być jak ty? tylko ty. jeśli nasz bóg być przy my już nic my nie zatrzymać! nasz bóg być wielki, nasz bóg być silny bóg nikt inny nie równać się z ty. nasz bóg uzdrawiać, być wszechmogący. nasz bóg, nasz bóg. jeśli nasz bóg być z my, któż być przeciwko my? któż być przeciwko my? nasz bóg być wielki, nasz bóg być silny bóg nikt inny nie równać się z ty. nasz bóg uzdrawiać, być wszechmogący. nasz bóg, nasz bóg. "" ",Wszystkie narody klaskajcie
nic nie musieć mówić nic odpocząć w ja czuć się bezpiecznie pozwolić kochać się miłość pragnąć ty. ,Wszystko mogę w Tym
""" zostać tu i z ja się modlić razem czuwać x2 nie bać się, nie lękać się bóg sam wystarczyć x2 "" ",Wykrzykujcie Bogu
nie bać się wypłynąć na głębia być przy ty Chrystus. ,Wykrzykujcie na cześć Pana
""" bóg nasz Pan być dobry cały czas. więc uwielbić on, więc uwielbić on. "" ","Wzywam Cię, Duchu przyjdź"
""" nie mieć za trudny sprawa, nie mieć zbyt błahy też dla ty Pan, ty przecież wszystko wiedzieć. każdy potrzeba znać, słyszeć mój śmiech i płacz, dla ty Pan, to przecież ważny być. ja wiedzieć, że wszystko być możliwy, że nie mieć rzecz bez znaczenie, dlatego modlić się do ty, dobry Pan. i wiedzieć że zanim powiedzieć słowo, ty bóg znać już cały zdanie. uwielbiać ty, twój wola niech się stanąć! "" ",Zaprowadź mnie tam
""" nie zabraknąć ja nigdy chleb nie zabraknąć ja nigdy woda, bo ty Pan być chleb z niebo, Jezus być źródło mój. "" ",Zaufaj Panu już dziś
"""niech oblicze twój, Pan mój, zajaśnieć nad sługa twój. niech przenikać ja on blask. "" ",Zbawca
niech twój święty duch dziś przenikać ja i niech zawsze już gość w dusza mój. i niech spłynąć deszcz błogosławieństwo twój ojciec obmyć ja duch święty przyjść duch święty przyjść działać z moc w my duch święty przyjść przemienić smutek czas i niech spłynąć deszcz błogosławieństwo twój ojciec obmyć ja ,"Ziemia, którą mi dajesz"
""" niechać ty Pan wielbić wszystek twój dzieło i święty twoi niech ty błogosławić, niech mówić o chwała twój królestwo i niech głosić twój potęga. "" ",Zmartwychwstał Pan
""" niechaj miłość TWA jak potężny fala spłynąć tu przez łaska twój zdrój, Chryste dotknąć ja. "" ",Łaskawość Twoja Panie
""" niechaj zstąpić duch twój i odnowić Ziemia, życiodajny spłynąć deszcz na spragniony serce. obmyć ja i uświęcić ja, uwielbienie niech popłynąć pieśń. chwała Jezus, który za ja życie dać, chwała to, który pierwszy umiłować ja. Jezus, tylko Jezus Pan być! "" ",Łaską jesteśmy zbawieni
""" on być ojciec sierota, opiekun wdowa być dobry bóg, dom swój dawać wszyscy opuszczony. zsyłać deszcz obfity na to CO spragniony wyczerpać być, dobry być dla biedny, w łaska swój nasz bóg do my uniżyć się. niepojęty łaska on wciąż dosięgać my, gdy podnosić przemieniać serce i uwalniać my. prawda ten. on znać każdy serce, nie odwracać się gdy wzywać on. kochać my pomimo to, że tak niewiele móc on dać. niepojęty łaska on wciąż dosięgać my, gdy podnosić przemieniać serce i uwalniać my. prawda ten. "" ",Święte Imię Jezus
""" z głębokość morze aż po szczyt góra stworzyć objawiać majestat twój. od kolor jesień po wiosenny nów wszystko śpiewać ty pieśń pełny cudowny słowo ogłaszać. niepojęty, niezmierzony, gwiazda stworzyćbyć na niebo i każdy z on znać, wspaniały bóg tyś być. wszechmogący, nieskończony, w zachwyt klękać przed ty, by wyznać to że, wspaniały bóg tyś być. kto uwalniać błyskawica moc w czas burza, kto malować kolory poranny zorze, słońce stworzyć na niebo i dać on swój moc orzeźwieć przynosić w gwieździsty noc, tylko ty. niepojęty, niezmierzony, gwiazda stworzyćbyć na niebo i każdy z on znać, wspaniały bóg tyś być. wszechmogący, nieskończony, w zachwyt klękać przed ty, by wyznać to że, wspaniały bóg tyś być. "" ",Święty Święty... (Otwieram serce swe)
""" o Pan, ty my dawać ciało swój i krew. do ty więc iść wciąż, radosny nucić pieśń: ty być bóg wierny na wieczny czas. przez dar twój chleb, dobry bóg nasz rodzina bratni czynić z my, miłować uczyć my. ty być bóg wierny na wieczny czas. to twój Miłowan dać wolność my. chwalić święty imię bóg, jak uczyćbyć my. ty być bóg wierny na wieczny czas. tyś my wyznaczyć droga wieść na twój szlak iść więc, by radość nieść tam, gdzie on świat brak. ty być bóg wierny na wieczny czas. "" ",
