adore,afraid,alleluia,amen,away,bless,blood,bread,christ,come,cross,day,earth,exalted,father,fear,forever,gave,glory,god,good,grace,great,hand,hands,heart,hearts,heaven,holy,honor,hope,jesus,joy,king,know,lead,let,life,light,like,live,look,lord,love,mercy,mountains,new,night,peace,people,power,praise,rejoice,salvation,savior,sing,sky,son,song,soul,spirit,strength,throne,time,today,voice,want,water,way,world,worship
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3237398227779591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41726590664760554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31016857259029923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37183571941543814,0.0,0.0,0.0,0.0,0.0,0.0,0.4540561977848808,0.39563909197232894,0.0,0.0,0.0,0.0,0.0,0.0,0.3520199181833258,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11558073624668097,0.0,0.1327518062006445,0.0,0.0,0.13896032688590954,0.0,0.0,0.0,0.12567722119570898,0.3349390314553748,0.0,0.15503135916659533,0.0,0.0,0.0,0.0,0.15503135916659533,0.0,0.22147112871657262,0.0,0.0,0.33220669307485895,0.0,0.0,0.0,0.0,0.09097466150141369,0.0,0.2873412580258463,0.0,0.0,0.0,0.5990731911889214,0.0,0.0,0.0,0.0,0.15842109333923415,0.15842109333923415,0.1327518062006445,0.0,0.0,0.0,0.16210594417153082,0.0,0.0,0.0,0.0,0.0,0.13472188556568107,0.22863298208407365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23946292343173317,0.6714554726306942,0.0,0.0,0.0,0.0,0.0,0.0,0.3020880918278153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19974916144658333,0.0,0.0,0.24301662998869827,0.0,0.0,0.0,0.0,0.2296976152233478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28576619203905274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2924130707367177,0.0,0.0,0.0,0.0,0.0,0.0,0.28576619203905274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3156415900161467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30240981966740627,0.0,0.0,0.0,0.0,0.24844440120367844,0.0,0.7847056049802803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36253438546416994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3187017146024124,0.0,0.0,0.0,0.0,0.0,0.0,0.21507604766991376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2844286903821272,0.3982041967406676,0.0,0.0,0.0,0.2336720273992819,0.0,0.0,0.0,0.0,0.41637554900325496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34097828102761474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3982041967406676,0.3315135954719195,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6405566350375552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7679109305833356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29124120316513236,0.0,0.0,0.5824824063302647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3491452451095677,0.3039842970256762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6013185119999349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24537229117834713,0.0,0.2818256389714894,0.0,0.0,0.0,0.0,0.0,0.32246136960194544,0.0,0.0,0.29039450239069914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23508622651034797,0.0,0.0,0.0,0.0,0.1931347892103211,0.0,0.0,0.0,0.0,0.0,0.14131147751878728,0.0,0.0,0.0,0.0,0.0,0.0,0.2818256389714894,0.24537229117834713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4853767199853611,0.0,0.0,0.33632028922763446,0.26680663850334824,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5420181957052156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1308919457486641,0.0,0.0,0.2328677721405465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19905165813387166,0.0,0.0,0.2081011720580404,0.0,0.0,0.0,0.0,0.0,0.7429189150527236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.37511877084568135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7235433429703231,0.0,0.0,0.0,0.0,0.0,0.0,0.27883910919013544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3903787038704389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32499870361748,0.0
