,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
abba ojcze,-0.17295517,-0.3231968,0.13822173,0.015764609,-0.053929176,0.2062317,0.017840408,0.041284163,-0.06670008,0.06526524,-0.004561731,-0.1448084,-0.0778345,0.19118094,0.23901692,0.20647891,0.29528418,-0.03840096,0.16629891,-0.07652427,0.057483155,0.06865092,-0.054812517,0.15788344,-0.09335587,0.06467946,0.1876413,0.09353465,-0.08371497,-0.16544946,0.022762362,0.02697284,0.10267766,-0.12327794,0.050828893,-0.14335135,0.21225294,-0.018915268,-0.21269833,0.11180927,-0.25256458,-0.2240908,-0.25577566,-0.062810674,-0.007541414,0.030175293,-0.12526561,0.22208084,0.14260828,0.29274216,0.045654424,0.028317144,0.037243802,-0.16574499,0.23599431,-0.10973078,0.10492114,0.015681123,-0.1900594,-0.19024752,0.28321645,0.26015577,-0.05338777,0.091059566,0.063274905,0.114953466,0.22323003,-0.031706378,0.3204431,-0.1728647,0.02941804,-0.034519937,0.06506991,-0.062845565,-0.07939499,0.07646091,-0.0005427689,0.06672537,0.1436205,-0.019270001,0.14506182,0.050870646,0.11863942,0.109177426,0.07548181,0.024526587,0.12008441,-0.3999651,0.18691348,0.07246219,0.108654484,0.14718375,0.03888365,0.08629399,-0.042518895,-0.039191272,-0.11372814,-0.010747411,-0.17405416,0.09669543,0.19994807,-0.048247766,-0.08048837,0.16546349,0.03695335,-0.10985142,0.022225322,0.07436069,-0.13438866,0.07662655,-0.19646299,-0.010310083,-0.18112257,9.180925e-05,-0.19642806,-0.2405949,0.17652497,0.026086804,0.108508326,-0.057957914,0.14291951,-0.1940386,0.007963395,-0.021325912,0.2042598,-0.2092817,-0.03031824,0.025344074,-0.31600085,-0.06531634,0.3675005,-0.22823836,0.38098022,-0.11058581,0.059773777,0.028174609,0.26211008,-0.15615728,-0.03125161,0.029734394,0.13770293,0.04586769,0.0876944,-0.15436335,0.10921462,0.14096823,-0.056757104,0.15621363,-0.16382417,-0.1261153,0.06528899,-0.024326388,0.22633179,0.1832438,0.0082565,-0.12919252,-0.1328853,-0.037377346,-0.23390393,0.295013,0.0023681985,0.055536296,-0.018262893,-0.10139295,0.25921053,-0.21050583,0.15912019,0.053211898,0.24260935,-0.119735405,0.12304131,0.0072035543,0.055860013,0.32699946,0.07266588,0.09919306,-0.17896903,0.1280966,-0.059926283,0.018079188,-0.02602143,-0.06575885,0.0137302475,-0.07399491,-0.00041671467,0.17930922,-0.02035929,-0.07488054,0.017822592,0.038715873,0.009091127,0.06636969,0.2856221,-0.027032731,-0.22705849,-0.054063864,-0.16348231,0.01849234,-0.16649206,-0.13205792,0.09270619,-0.039487157,-0.15770307,0.14358592,0.23782192,-0.27199575,-0.0532034,0.24441317,0.1808244,-0.10165783,-0.2990496,-0.11367243,0.044580124,-0.06555528,-0.25519812,-0.19341436,0.44600144,0.067480616,0.037712395,-0.23061834,0.034781396,0.08909812,0.11497543,-0.13567355,0.09207564,-0.070850775,-0.010268216,-0.016001673,0.20270278,-0.10729377,0.04074552,-0.27672562,-0.11386491,-0.09320433,0.20194855,0.16392694,-0.32538825,0.1497891,0.06799014,-0.024762336,-0.032363605,-0.16530274,-0.06256999,-0.0076290853,0.03709567,-0.08879172,-0.0037744793,0.09487461,0.11030655,-0.26315877,0.16221079,-0.13056254,-0.023785518,0.13479184,0.23616865,-0.05143246,0.25939888,-0.009298767,-0.14292784,-0.026156094,0.03915679,0.049449086,-0.035523828,0.037623268,-0.23450501,0.07623315,-0.20599197,-0.025448011,-0.31271654,-0.19621496,0.079776786,0.028860664,0.026416102,0.04481239,-0.0034815557,-0.2723844,-0.14761648,-0.32600686,-0.04419903,-0.14266375,0.07276551,-0.042229343,-0.050249975,-0.057039596,0.024443675,-0.018560508,-0.05684344,0.07202139,0.102859676,0.008914129,-0.055716306,-0.16473262,-0.13384059,0.17714119,-0.050523374,-0.1772113,-0.20316933,-0.07034091,0.1618555,-0.0070047653
alleluja niech zabrzmi panu,-0.07601176,-0.15816255,0.16365713,-0.14837413,-0.13906088,0.25747666,0.043052386,0.06491917,-0.10020224,-0.025010359,-0.10804879,-0.35260928,-0.099497184,0.12556589,0.09928701,0.17205521,0.25049412,-0.22303627,0.108797394,-0.08081987,-0.012753106,-0.037595544,0.111283936,0.1753878,-0.011946887,-0.08566627,0.009167141,0.083891235,0.12771612,-0.1695014,-0.025162486,-0.061336204,0.10140236,-0.0164323,-0.07326222,-0.1776183,-0.004280117,-0.009729887,-0.026368108,-0.09830978,-0.2386529,-0.14220342,-0.21952945,-0.110588335,-0.0921903,-0.111950636,-0.03851024,0.19913132,0.057958018,0.20399977,-0.20090136,0.035395514,-0.10193636,-0.23732494,0.11075592,-0.061326817,0.07719855,0.16844049,-0.15360972,0.068216786,0.21942642,0.08150103,0.12520522,0.014813909,-0.044027667,0.042434577,0.28086022,0.14433648,0.2776148,-0.32956162,-0.080416396,-0.15242662,0.042221405,0.033151407,-0.10388531,0.28440154,0.055541065,0.08636161,0.15405189,0.073370315,0.16502096,-0.0021483626,0.069680125,0.10597056,-0.113557726,0.06821727,-0.13089001,-0.33793673,0.1520711,0.088952996,0.013125558,-0.113740064,0.18363707,0.12452702,-0.033397857,-0.089773,-0.005900209,0.10172202,-0.10959395,0.05713614,-0.045146506,-0.022718802,0.073261105,0.17986484,0.05397871,-0.058637675,-0.103153154,0.15902819,-0.031734087,0.18851495,-0.11270296,0.044895995,-0.048384994,-0.09139572,-0.11985757,-0.05295008,0.040436793,0.097942054,-0.0592437,0.10369072,0.094096944,-0.22855802,-0.049063023,0.096938364,-0.00025772364,-0.10358945,-0.15835203,0.14394723,-0.09977639,-0.0750102,0.22838877,-0.051517535,0.37909773,-0.030984413,0.096334524,-0.00095172366,0.33499572,-0.07332133,-0.046258394,0.07873052,-0.113126494,0.027921334,-0.055443045,-0.13201143,0.022407513,0.10913937,-0.1500595,0.13523574,-0.10621801,0.13449955,-0.0483133,-0.190328,0.16608822,0.009232873,-0.0072211446,-0.12690471,-0.14502713,-0.0053648753,-0.083961874,0.10816006,-0.099667035,0.005960198,-0.017712256,0.09053538,0.076749794,-0.10567197,0.15568487,-0.058214236,0.08591363,0.02251975,0.03972558,0.042762876,0.07989764,0.18043591,0.11897266,-0.09298058,0.048457924,0.15121898,-0.058180936,-0.09778484,0.09493663,-0.10262885,0.16105919,-0.05957373,-0.18997689,0.11803534,0.1112463,0.010956082,-0.097973816,-0.071361236,0.006218934,-0.25204915,0.23992622,0.050539494,-0.04957435,-0.029320706,-0.102479935,0.076195665,-0.106151305,-0.010446987,0.027171198,0.022209262,-0.12066843,0.06716232,0.29835656,-0.19515707,-0.06308502,0.31774688,0.12253024,-0.18047161,-0.15453649,-0.1948334,0.072372966,0.11683776,-0.34582394,-0.009708163,0.23577848,0.16136104,-0.07993656,-0.07473821,0.081371136,-0.0054308586,0.11697995,-0.04993613,-0.0034647794,-0.08138108,0.034277964,0.02175965,0.2853477,-0.030999783,-0.02558365,-0.22364199,-0.09355571,-0.11157943,0.10230304,-0.049590413,-0.22997768,0.06786036,-0.13742891,0.09177427,-0.18111911,0.058352843,0.037918728,0.035881504,-0.068583526,-0.052244555,-0.02473328,0.0805195,0.22187145,-0.23873244,0.18681002,-0.07035605,0.052432247,-0.05094918,0.26360235,-0.16829848,0.06341027,0.11108559,-0.10617643,-0.11012058,-0.05013846,0.08917513,-0.094459854,-0.11625225,-0.27027473,0.06709465,0.06540251,-0.05243384,-0.012492413,-0.06785299,0.1787008,-0.10696238,0.054239176,0.028482612,0.04407639,-0.18483204,-0.3613995,-0.22898203,-0.03159024,0.029877234,-0.014489349,0.012575783,-0.02125384,-0.14331955,0.01443111,-0.05146885,-0.022300798,-0.0583121,-0.07701831,0.0743768,-0.16015387,-0.12579384,-0.12611781,0.05144338,-0.09826783,-0.21660642,-0.08989889,0.067026794,0.15788518,-0.07790729
alleluja alleluja amen amen alleluja,-0.15529858,-0.16366866,0.09690592,-0.000289668,-0.29872817,0.24558906,0.118272595,0.051852,0.008748833,0.03998325,-0.04086809,-0.3236964,-0.15431209,0.23540206,0.23898776,0.202456,0.3352096,-0.2868204,0.025149502,-0.2306919,-0.037677914,0.011533494,0.115506165,-0.012203584,-0.21847798,-0.15656476,-0.020902997,-0.051568,0.10095433,-0.12772383,-0.0016230022,-0.10773999,0.08274608,-0.037495166,-0.03156225,-0.03816775,0.09521674,0.0032147467,-0.07744099,-0.17361833,-0.2098565,-0.12188107,-0.2378519,-0.23239301,-0.10507151,-0.06627258,-0.050963584,0.091817915,0.048290502,0.28161317,-0.083944984,-0.055281,0.01870025,-0.19002016,0.059570417,-0.065022,-0.071384326,0.25346985,-0.14308542,0.10391375,0.23282011,0.09127275,0.0023302557,0.2526479,-0.12048542,0.09899241,0.17925178,-0.06469742,0.20646274,-0.074178904,-0.055622667,-0.10832425,0.013947163,0.09607684,-0.113782585,0.16455041,-0.07240108,0.06459924,0.13695341,0.09244991,0.076586,0.19536002,0.051090334,0.15817082,-0.107720494,0.07503,-0.061464835,-0.2606211,0.16987164,-0.00033174953,0.10059794,-0.061812416,0.16278659,0.048271168,-0.22327368,0.13372107,-0.1525416,0.11427901,-0.10711483,0.143648,-0.0013715023,-0.10785058,-0.17156406,0.1599086,0.08997501,-0.13472827,-0.021672333,0.1556125,-0.16805525,0.21601951,-0.14056274,0.009839418,-0.009349997,0.020771418,-0.18278968,-0.0426875,0.18414927,0.18657242,0.067068085,0.09135025,0.25127184,-0.06204608,-0.23191077,0.20279877,0.05021475,-0.09136357,0.043708842,0.17219691,-0.19347157,0.049065918,0.24286002,-0.054346327,0.26758006,-0.18683916,0.023964832,-0.17882307,0.20415716,-0.047263503,0.048829246,0.15182433,0.09156925,0.124567576,0.12470176,-0.242278,0.13863358,0.12053142,-0.21039574,0.067110755,-0.24603839,-0.097446166,0.059574667,-0.23645644,-0.05018301,-0.010885674,0.051098004,-0.159378,-0.025789747,0.032070085,-0.2043161,0.16933767,-0.15876783,0.014704249,0.011634742,-0.068009496,-0.09480625,-0.15060991,0.17055632,0.11834841,0.13560492,0.030947251,0.10598133,-0.013815667,0.0317475,0.28026542,-0.038385667,-0.11641326,-0.12600325,0.08799284,-0.098630495,-0.11020759,0.15002657,0.080106676,0.15059733,-0.010779084,0.20705016,0.24687798,0.14884286,0.1205915,-0.31866816,0.032179754,-0.091474086,-0.14143717,0.14446375,-0.12712316,-0.15954417,-0.06892758,-0.10582775,-0.18373215,-0.10048468,-0.07119151,0.0071625845,0.057712168,-0.20933266,0.25525215,0.3130665,-0.19835083,-0.0036883352,0.21864666,0.13416442,-0.0357955,-0.25208482,-0.123022996,0.013759921,0.19610833,-0.11120933,-0.038429335,0.25276566,0.006985499,0.019276084,-0.11320433,-0.070724,0.048787083,-0.008301582,-0.044931334,0.17820491,-0.20391959,0.121083416,-0.12557049,0.23929791,0.10302376,0.085793585,-0.10286584,-0.12425556,-0.030259,0.19625174,0.11713457,-0.20154893,0.19819032,-0.23553835,0.040787328,-0.021729255,0.052567337,-0.11555541,-0.07726417,-0.050219823,-0.033735413,0.11536958,0.0881765,0.17034782,-0.0852874,0.19806923,-0.0038455806,0.040493164,0.0367575,0.22091633,-0.11533475,0.24405925,0.082855,-0.17276116,-0.1022275,-0.024681,-0.019316502,0.0075601633,0.066697,-0.16033275,0.16026182,-0.3142691,0.06648758,-0.35982952,-0.08038408,0.22290307,-0.18181308,0.11681142,-0.01777542,0.06845292,-0.1376506,-0.11149167,-0.2608245,0.06802216,0.051582333,-0.05606625,0.01668858,-0.22095682,-0.2410124,-0.0063174986,-0.13414301,0.036506,-0.09407341,0.035657417,0.002658916,-0.25601873,0.076798834,-0.02877792,0.10586884,0.041349832,-0.14529435,-0.08833017,0.0475805,-0.085476734,0.23956807
blisko blisko blisko jesteś,-0.039173204,-0.19149348,0.20752697,0.034862652,0.009777498,0.15175028,0.093768,0.016443407,-0.13357481,0.0059017525,-0.07560341,-0.15136625,0.083347246,0.16115096,0.13854805,0.23161778,0.30111092,-0.0365166,0.14808999,-0.23407742,0.0733139,-0.11460215,0.080594614,0.20308706,-0.17940019,0.009528352,-0.0619269,-0.0263653,0.07826395,-0.109432995,0.0358862,-0.08562875,0.18771382,-0.063179106,-0.048957247,-0.04510845,-0.03264355,0.05109805,-0.10879405,0.055881552,-0.22676006,-0.095673986,-0.3119197,-0.104738496,0.07582465,-0.10775381,-0.085263446,0.24066858,-0.0030828498,0.13145724,-0.14573236,-0.050456107,0.054317605,-0.1476623,0.102299094,-0.0686578,0.025205752,0.15149269,-0.1293684,0.02174435,0.08931305,0.08908536,0.11716745,0.1271469,-0.16085903,0.04144965,0.18663344,-0.027172953,0.23916753,-0.14509569,-0.071055494,-0.2585659,0.035872247,0.0765411,-0.065421805,0.25297767,-0.147755,-0.053293664,0.15148096,0.00952805,0.113109395,0.19043908,-0.032941394,0.0519468,-0.03808145,-0.015841251,0.029781293,-0.12430725,-0.012896603,0.16146,0.0884153,-0.0316163,0.20495422,0.12516941,-0.21755418,0.05091385,-0.051657997,0.07675125,0.031817045,0.01086436,-0.003332348,0.109097615,-0.03237189,0.0725577,0.074366406,-0.049889047,-0.044856798,-0.069364354,-0.0376322,0.17277738,-0.14829239,0.03187681,-0.049247846,0.050789952,-0.18831624,-0.17559065,0.10587005,0.0769306,0.0015187033,0.14773184,0.0468183,-0.09253214,-0.21400657,0.06603415,0.14791062,0.033194058,-0.007773999,0.113788806,-0.2113609,-0.11771476,0.13914074,0.11635546,0.18300404,0.02875335,0.11681255,-0.080078945,0.20547244,-0.16060996,-0.10027291,0.0963529,-0.07467035,0.16703692,0.070980854,-0.20720825,0.16213846,0.0784406,-0.26635197,0.11280234,-0.11910124,-0.046265252,-0.0657199,-0.03290695,-0.0027609018,-0.050315,-0.12181465,-0.11904385,-0.06923561,-0.07189144,-0.0261647,0.16372001,-0.0731563,0.1661901,-0.03389145,-0.056763895,-0.08057285,-0.1518275,0.0754782,-0.08365183,0.16955855,-0.11619606,0.05365755,0.06841805,0.105857946,0.30019215,0.0035479062,-0.025428396,-0.061276145,0.123486556,-0.06338951,-0.07321655,0.037476793,-0.13092755,0.19047955,-0.05582065,-0.024306199,0.1540925,0.1920031,0.010396307,-0.182143,0.12026545,-0.0660173,-0.1687726,0.08700456,0.0045806495,-0.18925229,-0.053910743,-0.15912727,-0.0065053487,-0.059293102,0.08387641,-0.1708371,-0.11064674,-0.1808766,0.1337088,0.29206306,-0.0174334,0.090950705,0.11043326,-0.015597698,0.1160246,-0.16383035,-0.1756213,0.14079902,0.1289066,-0.20541175,0.09183894,0.2913431,-0.011609951,0.032076597,-0.20052728,0.04671835,-0.0251203,-0.032926552,-0.0478173,0.09594409,-0.1112964,-0.02662285,0.00082795025,0.18268214,0.1360046,-0.13832799,-0.17874275,-0.06405455,-0.14830357,0.03742265,0.046474546,-0.21782486,-0.016001647,-0.3072939,-0.08653955,-0.114829145,0.0028020993,-0.0399416,-0.062526286,0.11035709,-0.014740303,-0.015900651,-0.013410203,0.020241199,-0.23224553,0.026838649,-0.09121995,-0.21857616,-0.05042814,0.13961986,0.015379557,0.19527858,0.0643299,-0.056493748,-0.23036775,0.040775053,0.093664445,-0.041843407,-0.026351046,0.0502988,0.19157141,-0.21717854,0.009077747,-0.17126879,-0.074438706,0.08883394,-0.06702369,0.14424977,-0.04963475,0.0027915016,-0.01489865,-0.15345925,-0.28807434,0.115042225,-0.0714222,0.08008555,-0.0176942,-0.05032315,-0.03015175,0.04743685,0.0460592,0.1722515,-0.0590482,0.11322955,-0.043799352,-0.12475574,-0.0054645524,-0.094990745,0.04925865,-0.092364155,-0.1360028,-0.0518262,-0.07053825,-0.025232956,0.08023585
bo góry mogą ustąpić,-0.062312007,-0.1392873,0.09802158,-0.112994,-0.14204864,0.20740604,0.15133432,0.048595894,-0.08844315,-0.060885057,-0.016497921,-0.21145445,-0.056276884,0.19443963,0.18167032,0.1063165,0.21265525,-0.11548378,0.14992537,-0.15868968,0.032562017,0.002115932,0.10726903,0.17681284,-0.1431639,-0.047912207,0.052282806,-0.04932865,0.06279592,-0.13401313,-0.035468116,0.0048380434,0.086000234,-0.0016073304,-0.03502274,-0.008278046,0.015695522,0.06617968,-0.11731636,0.051821087,-0.24051723,-0.10075211,-0.23629874,-0.078922346,-0.044775505,-0.1348959,-0.06356184,0.2085248,0.060460106,0.11858565,-0.08320185,-0.0274919,-0.09608152,-0.18387805,0.03619226,-0.045053016,0.0027933086,0.18077148,-0.09609745,0.08285263,0.18946996,0.13564807,0.090323694,0.11606715,-0.04197139,0.03989211,0.10113196,0.07637965,0.16604866,-0.16221684,-0.041146316,-0.1987948,-0.01077628,0.08845014,-0.14859284,0.2399086,0.009142083,0.092780225,0.12648493,0.057422236,0.1424377,0.14723204,0.03466219,0.04013391,-0.11041444,0.011759906,-0.0022751351,-0.17147456,0.020932777,0.07690917,0.015935086,-0.055424847,0.16776817,0.062303137,-0.09162803,0.023819571,-0.0525929,0.14662762,-0.06396704,0.16243443,0.003529723,-0.010353174,-0.121071145,0.11142233,0.06178956,0.012668258,-0.06658899,0.11527131,-0.119818404,0.19023232,-0.18178196,0.034470562,-0.040514335,0.06252239,-0.10438423,-0.04024675,0.13147233,0.12599386,-0.03828563,0.109543204,0.15201887,-0.07914147,-0.12032912,0.1425659,0.12697603,-0.06573673,-0.04632266,0.089844465,-0.12699221,0.056815304,0.17824036,-0.008011923,0.21489806,-0.046083067,0.041263726,-0.060530778,0.21695308,-0.01871907,-0.109850995,0.03607029,-0.10036398,0.08050276,0.038980335,-0.20172139,0.09524465,0.13429321,-0.18173476,0.10051945,-0.1642905,0.05069221,-0.002560272,-0.10782885,0.092989296,0.035783567,-0.016557174,-0.14382453,-0.083711416,-0.12806651,-0.122569874,0.1461984,-0.14380383,0.069036275,-0.025309928,-0.050641514,-0.028365524,-0.13362671,0.20413561,0.10172209,0.15424153,-0.08163779,0.06480687,0.014801536,0.05693622,0.25277904,0.00584863,-0.08079339,-0.07946035,0.22527295,-0.10774695,-0.09451363,0.11333061,-0.061496153,0.15144572,-0.06445868,-0.0061759856,0.18949094,0.123727895,0.11250997,-0.09847357,0.056542512,-0.019960186,-0.06626221,0.11597381,0.025392985,-0.102807015,-0.04496545,-0.07634461,-0.022516584,-0.10961899,0.013574691,0.023074973,0.01950185,-0.14053123,0.16860269,0.26211998,-0.1261947,0.04847927,0.1577554,0.05503802,-0.054984864,-0.2655041,-0.121753335,0.089749075,0.041911136,-0.20758842,-0.020368751,0.30272257,0.0019415341,-0.016871003,-0.09630199,0.023496717,-0.003958874,0.05184914,-0.05761337,0.0911107,-0.09599579,-0.018590488,-0.08223076,0.14516097,0.07299442,-0.03816255,-0.16035348,-0.086832605,-0.091273434,0.15844093,0.05624964,-0.22293009,0.10976902,-0.16835457,-0.029403532,-0.09942014,-0.0130491825,-0.022496423,-0.018124115,0.062797196,0.001896262,0.041051265,0.08017044,0.15142481,-0.13700059,0.116583705,-0.06714958,-0.008768088,-0.053840004,0.13667956,-0.1214316,0.14131546,0.077933416,-0.13649392,-0.10501775,0.04664061,0.01749499,-0.03460792,-0.02155876,-0.070364185,0.15510082,-0.18163592,-0.01666276,-0.2317309,-0.10319341,0.15777196,-0.104711674,0.060353935,0.038630955,0.03161698,-0.07375572,-0.1780042,-0.15449263,0.075008936,0.018243134,-0.06673524,0.015339118,-0.11155074,-0.08653385,-0.028800773,-0.053916696,0.12939864,-0.105794385,0.030871695,0.0035870485,-0.21094798,-0.0225514,-0.05133087,0.037781075,-0.0746069,-0.16928448,-0.107621126,-0.029536499,0.02106799,0.01813495
bo jak śmierć potężna jest miłość,-0.0987353,-0.14475447,0.15526375,-0.17444077,-0.24052976,0.19660245,0.15715078,0.041274384,-0.097582325,-0.0051310007,-0.18647377,-0.35360736,-0.099183396,0.22013384,0.058914836,0.262561,0.195879,-0.14494976,-0.0035755383,-0.11162222,-0.06430784,-0.14162023,0.044464927,0.21032524,0.01402923,-0.114533,-0.0062109223,0.10806961,0.05042169,-0.26736364,-0.00865777,-0.168289,0.08363708,0.045041002,-0.14521906,-0.22612545,-0.029115919,-0.05063754,0.027113767,-0.032066077,-0.2597103,-0.12525046,-0.15508986,-0.09314045,-0.04866839,-0.19645062,-0.064184465,0.17150807,0.0827,0.11958322,-0.11020377,-0.005454233,-0.096405,-0.15365246,0.0007692346,-0.06335392,0.07821338,0.20083031,-0.15410784,0.10775714,0.28041267,0.059164844,0.06608484,0.06746499,-0.086898856,-0.10320115,0.2807862,0.14865254,0.26353663,-0.17089806,0.013708002,-0.1939483,0.08843916,-0.039717223,-0.08310409,0.3710825,-0.009392078,0.115719624,0.017803384,0.07602516,0.17469814,0.17646661,0.057901382,0.00835354,-0.2356521,0.06448731,-0.12559491,-0.27553308,0.09003115,-0.0075236927,0.06265085,-0.031509537,0.15937369,-0.07794415,-0.06515285,0.044059854,0.03329254,0.11721575,-0.07125452,-0.019650847,-0.010449385,-0.027594157,0.05963608,0.13873155,0.042838234,-0.013593078,-0.03965985,0.09552631,-0.05375015,0.1985612,-0.10849254,-0.025594,-0.0071534645,0.08715113,-0.26210663,-0.11120554,0.04054085,0.098045155,-0.09779699,0.1498697,0.05555392,-0.16982386,0.056647383,0.18433635,-0.013272463,-0.07941138,-0.10089838,0.113783546,-0.13918415,-0.03682262,0.18247615,-0.088319615,0.37304446,-0.092419624,-0.0381043,0.023608308,0.27370632,0.08645992,-0.09384029,0.036635384,-0.050945766,-0.010741923,-0.06303178,-0.114436164,-0.0052176896,0.18946838,-0.12659462,0.19388369,-0.013733155,0.11215998,0.040030397,-0.16049361,0.24055716,-0.037747,-0.15794553,-0.13411584,-0.055043533,-0.02157607,-0.10524093,0.09699468,-0.070799604,0.05697254,-0.016215693,0.12364716,-0.07090354,-0.1313977,0.15348785,-0.10988062,0.09585293,-0.03069468,0.147972,0.037182234,-0.013169155,0.107396156,0.07563477,-0.102537304,0.12502955,0.17976163,-0.15934685,-0.072383,0.14729731,-0.11809,0.12267522,-0.14050609,-0.0874517,0.012388383,-0.050557308,0.13977697,-0.11528123,0.048665386,-0.0477487,-0.13820885,0.17050716,0.07121831,-0.11285261,-0.032449618,-0.13359946,0.120403156,-0.10015639,0.041089993,0.08478208,0.065727286,-0.1254504,0.13273917,0.27419955,-0.1544237,-0.07042985,0.16810237,0.13408545,-0.072267465,-0.18413784,-0.1852313,0.12658924,0.1792778,-0.25285354,0.032191154,0.28113547,0.19867907,-0.026841076,-0.11851816,-0.06226554,0.080146074,0.147987,-0.026782842,-0.024928538,-0.1394364,0.010076152,0.037015155,0.17917147,0.13214779,-0.1434003,-0.1972877,-0.050963465,-0.14612184,0.18436702,0.07740661,-0.22286408,0.09573277,-0.07678446,0.043614924,-0.16432047,0.050393693,-0.08461285,0.06900092,-0.08658754,-0.03395962,-0.025788387,0.07897146,0.2527011,-0.24053739,0.18847714,-0.05484539,0.06252815,-0.19162677,0.2189603,-0.15722139,-0.058335084,0.06313423,-0.18355338,0.0027289207,0.05971516,0.081734076,-0.041668538,-0.045359924,-0.24744608,-0.007004614,-0.011511307,0.093931235,-0.19612037,-0.07733699,0.17630093,-0.03370761,0.028458467,0.08451069,0.023360614,-0.115763076,-0.3411244,-0.23489277,-0.07568261,0.1243643,-0.0436633,0.102823615,-0.05566238,-0.19515401,-0.14861201,-0.1482424,0.14731763,0.048831847,-0.068650156,0.00573454,-0.24921116,-0.083431,-0.14143845,0.002906306,-0.07315493,-0.22163531,-0.08819862,-0.022761157,0.16575576,-0.06314046
